Código Produto,Nome Produto,Marca,Modelo,Tipo,Indice,Tratamento,Antireflexo,Variação Antireflexo
LSA0011624,VX COMFORT MAX ORMA TRANSITIONS GEN8 VRD FORTE UV,VARILUX,COMFORT MAX,PROGRESSIVA,1.50,TRANSITIONS,CRIZAL,
LSA0011626,PR VX COMFORT MAX ORMA TRANSITIONS GEN8 VRD PRVNC,VARILUX,COMFORT MAX,PROGRESSIVA,1.50,TRANSITIONS,CRIZAL,PREVENCIA
LSA0011627,PR VX COMFORT MAX ORMA TRANSITIONS GEN8 CNZ,VARILUX,COMFORT MAX,PROGRESSIVA,1.50,TRANSITIONS,ANTIRRISCO,
LSA0011628,VX COMFORT MAX ORMA TR GEN8 CNZ TRIO EASY CLN UV,VARILUX,COMFORT MAX,PROGRESSIVA,1.50,TRANSITIONS,EASY CLEAN,
LSA0011629,PR VX COMFORT MAX ORMA TRANSITIONS GEN8 CNZ OPTFG,VARILUX,COMFORT MAX,PROGRESSIVA,1.50,TRANSITIONS,OPTIFOG,
LSA0011630,VX COMFORT MAX ORMA TR GEN8 CNZ CZ EASY UV,VARILUX,COMFORT MAX,PROGRESSIVA,1.50,TRANSITIONS,CRIZAL,EASY
LSA0011631,VX COMFORT MAX ORMA TRANSITIONS GEN8 CNZ FORTE UV,VARILUX,COMFORT MAX,PROGRESSIVA,1.50,TRANSITIONS,CRIZAL,
LSA0011632,PR VX COMFORT MAX ORMA TRANSITIONS GEN8 CNZ SPPHR,VARILUX,COMFORT MAX,PROGRESSIVA,1.50,TRANSITIONS,CRIZAL,
LSA0011633,PR VX COMFORT MAX ORMA TRANSITIONS GEN8 CNZ PRVNC,VARILUX,COMFORT MAX,PROGRESSIVA,1.50,TRANSITIONS,CRIZAL,PREVENCIA
LSA0011634,PR VX COMFORT MAX ORMA COLORAÇÃO ESPECIAL,VARILUX,COMFORT MAX,PROGRESSIVA,1.50,,ANTIRRISCO,
LSA0011635,PR VX COMFORT MAX ORMA COLORAÇÃO PADRÃO,VARILUX,COMFORT MAX,PROGRESSIVA,1.50,,ANTIRRISCO,
LSA0011636,PR VX COMFORT MAX ORMA,VARILUX,COMFORT MAX,PROGRESSIVA,1.50,,ANTIRRISCO,
LSA0011637,PR VX COMFORT MAX ORMA TRIO EASY CLEAN UV,VARILUX,COMFORT MAX,PROGRESSIVA,1.50,,EASY CLEAN,
LSA0011638,PR VX COMFORT MAX ORMA OPTIFOG,VARILUX,COMFORT MAX,PROGRESSIVA,1.50,,OPTIFOG,
LSA0011639,PR VX COMFORT MAX ORMA CZ EASY UV,VARILUX,COMFORT MAX,PROGRESSIVA,1.50,,CRIZAL,EASY
LSA0011640,PR VX COMFORT MAX ORMA FORTE UV,VARILUX,COMFORT MAX,PROGRESSIVA,1.50,,CRIZAL,
LSA0011641,PR VX COMFORT MAX ORMA SAPPHIRE,VARILUX,COMFORT MAX,PROGRESSIVA,1.50,,CRIZAL,SAPPHIRE
LSA0011642,PR VX COMFORT MAX ORMA PREVENCIA,VARILUX,COMFORT MAX,PROGRESSIVA,1.50,,CRIZAL,PREVENCIA
LSA0011659,PR VX COMFORT MAX SHORT AIRWEAR BLUE UV,VARILUX,COMFORT MAX,PROGRESSIVA,1.59,,AR,
LSA0011664,PR VX COMFORT MAX SHORT AIRWEAR BLUE UV SAPPHIRE,VARILUX,COMFORT MAX,PROGRESSIVA,1.59,,CRIZAL,SAPPHIRE
LSA0011690,PR VX COMFORT MAX SHORT ORMA CZ EASY UV,VARILUX,COMFORT MAX,PROGRESSIVA,1.50,,CRIZAL,EASY
LSA0011692,PR VX COMFORT MAX SHORT ORMA SAPPHIRE,VARILUX,COMFORT MAX,PROGRESSIVA,1.50,,CRIZAL,SAPPHIRE
LSA0011693,PR VX COMFORT MAX SHORT ORMA PREVENCIA,VARILUX,COMFORT MAX,PROGRESSIVA,1.50,,CRIZAL,PREVENCIA
LSA0011697,VS ZEISS SMARTLIFE 1.50 DURAVISION BLUEPROTECT UV,SMARTLIFE,,VISÃO SIMPLES,1.50,,DURAVISION,BLUEPROTECT
LSA0011701,VS ZEISS SMARTLIFE POLI DURAVISION BLUEPROTECT UV,SMARTLIFE,,VISÃO SIMPLES,1.59,,DURAVISION,BLUEPROTECT
LSA0011705,VS ZEISS SMARTLIFE 1.60 DURAVISION BLUEPROTECT UV,SMARTLIFE,,VISÃO SIMPLES,1.60,,DURAVISION,BLUEPROTECT
LSA0011707,VS ZEISS SMARTLIFE 1.67 DURAVISION SILVER UV,SMARTLIFE,,VISÃO SIMPLES,1.67,,DURAVISION,SILVER
LSA0011709,VS ZEISS SMARTLIFE 1.67 DURAVISION BLUEPROTECT UV,SMARTLIFE,,VISÃO SIMPLES,1.67,,DURAVISION,BLUEPROTECT
LSA0011712,VS ZEISS SMARTLIFE 1.74 DURAVISION PLATINUM UV,SMARTLIFE,,VISÃO SIMPLES,1.74,,DURAVISION,PLATINUM
LSA0011713,VS ZEISS SMARTLIFE 1.74 DURAVISION BLUEPROTECT UV,SMARTLIFE,,VISÃO SIMPLES,1.74,,DURAVISION,BLUEPROTECT
LSA0011716,VS ZEISS SMRTLIFE 1.50 PFUSION CNZ DRV PLATINUM UV,SMARTLIFE,,VISÃO SIMPLES,1.50,PHOTOFUSION,DURAVISION,PLATINUM
LSA0011722,VS ZEISS SMARTLIFE 1.60 PFUSION CNZ DRV CHROME UV,SMARTLIFE,,VISÃO SIMPLES,1.60,PHOTOFUSION,DURAVISION,CHROME
LSA0011724,VS ZEISS SMRTLIFE 1.60 PFUSION CNZ DRV PLATINUM UV,SMARTLIFE,,VISÃO SIMPLES,1.60,PHOTOFUSION,DURAVISION,PLATINUM
LSA0011726,VS ZEISS SMARTLIFE 1.67 PFUSION CNZ DRV CHROME UV,SMARTLIFE,,VISÃO SIMPLES,1.67,PHOTOFUSION,DURAVISION,CHROME
LSA0011728,VS ZEISS SMARTLIFE 1.67 PFUSION CNZDRV PLATINUM UV,SMARTLIFE,,VISÃO SIMPLES,1.67,PHOTOFUSION,DURAVISION,PLATINUM
LSA0011729,VS ZEISS SMRTLIFE 1.67 PFUSION CNZ DRV BPROTECT UV,SMARTLIFE,,VISÃO SIMPLES,1.67,PHOTOFUSION,DURAVISION,BLUEPROTECT
LSA0011742,VS ZEISS SMARTLIFE 1.67 PFUSION MRM DRV CHROME UV,SMARTLIFE,,VISÃO SIMPLES,1.67,PHOTOFUSION,DURAVISION,CHROME
LSA0011769,VS ZEISS SMRTLIFE INDIVIDUAL 1.50 DRV BPROTECT UV,SMARTLIFE,INDIVIDUAL,VISÃO SIMPLES,1.50,,DURAVISION,BLUEPROTECT
LSA0011773,VS ZEISS SMRTLIFE INDIVIDUAL POLI DRV BPROTECT UV,SMARTLIFE,INDIVIDUAL,VISÃO SIMPLES,1.59,,DURAVISION,BLUEPROTECT
LSA0011777,VS ZEISS SMRTLIFE INDIVIDUAL 1.60 DRV BPROTECT UV,SMARTLIFE,INDIVIDUAL,VISÃO SIMPLES,1.60,,DURAVISION,BLUEPROTECT
LSA0011781,VS ZEISS SMRTLIFE INDIVIDUAL 1.67 DRV BPROTECT UV,SMARTLIFE,INDIVIDUAL,VISÃO SIMPLES,1.67,,DURAVISION,BLUEPROTECT
LSA0011785,VS SMRTLIFE INDIVIDUAL 1.74 DRV BPROTECT UV**,SMARTLIFE,INDIVIDUAL,VISÃO SIMPLES,1.74,,DURAVISION,BLUEPROTECT
LSA0011787,VS SMRTLIFE IND 1.50 PFUSION CNZ DRV SILVER UV,SMARTLIFE,INDIVIDUAL,VISÃO SIMPLES,1.50,PHOTOFUSION,DURAVISION,SILVER
LSA0011792,VS SMRTLIFE IND POLI PFUSION CNZ DRV PLTNM UV,SMARTLIFE,INDIVIDUAL,VISÃO SIMPLES,1.59,PHOTOFUSION,DURAVISION,PLATINUM
LSA0011795,VS SMRTLIFE IND 1.60 PFUSION CNZ DRV SILVER UV,SMARTLIFE,INDIVIDUAL,VISÃO SIMPLES,1.60,PHOTOFUSION,DURAVISION,SILVER
LSA0011800,VS SMRTLIFE IND 1.67 PFUSION CNZDRV PLTNM UV,SMARTLIFE,INDIVIDUAL,VISÃO SIMPLES,1.67,PHOTOFUSION,DURAVISION,PLATINUM
LSA0011833,VS ZEISS SMARTLIFE INDIVIDUAL 1.60 POL CNZ,SMARTLIFE,INDIVIDUAL,VISÃO SIMPLES,1.60,,AR,
LSA0011838,VS SMRTLIFE DIG IND LENSES 1.50 DRV BPROTECT UV,SMARTLIFE,INDIVIDUAL,VISÃO SIMPLES,1.50,,DURAVISION,BLUEPROTECT
LSA0011840,VS SMRTLIFE DIG IND LENSES POLI DRV BPROTECT UV,SMARTLIFE,INDIVIDUAL,VISÃO SIMPLES,1.59,,DURAVISION,BLUEPROTECT
LSA0011841,VS SMRTLIFE DIG IND LENSES 1.60 DRV BPROTECT UV,SMARTLIFE,INDIVIDUAL,VISÃO SIMPLES,1.60,,DURAVISION,BLUEPROTECT
LSA0011842,VS SMRTLIFE DIG IND LENSES 1.67 DRV BPROTECT UV,SMARTLIFE,INDIVIDUAL,VISÃO SIMPLES,1.67,,DURAVISION,BLUEPROTECT
LSA0011843,VS SMRTLIFE DIG IND LENSES 1.74 DRV BPROTECT UV**,SMARTLIFE,INDIVIDUAL,VISÃO SIMPLES,1.74,,DURAVISION,BLUEPROTECT
LSA0011844,VS SMRTLIFE DIG IND LNS 1.50 PFUSION CNZ BPRTCT UV,SMARTLIFE,INDIVIDUAL,VISÃO SIMPLES,1.50,PHOTOFUSION,DURAVISION,BLUEPROTECT
LSA0011845,VS SMRTLIFE DIG IND LNS POLI PFUSION CNZ BPRTCT UV,SMARTLIFE,INDIVIDUAL,VISÃO SIMPLES,1.59,PHOTOFUSION,DURAVISION,BLUEPROTECT
LSA0011846,VS SMRTLIFE DIG IND LNS 1.60 PFUSION CNZ BPRTCT UV,SMARTLIFE,INDIVIDUAL,VISÃO SIMPLES,1.60,PHOTOFUSION,DURAVISION,BLUEPROTECT
LSA0011849,VS SMRTLIFE DIG IND LENSES 1.50 POL VRD BPRTCT UV,SMARTLIFE,INDIVIDUAL,VISÃO SIMPLES,1.50,,DURAVISION,BLUEPROTECT
LSA0011872,PR ZEISS SMRTLIFE INDIVIDUAL 1.50 DRV BPROTECT UV,SMARTLIFE,INDIVIDUAL,PROGRESSIVA,1.50,,DURAVISION,BLUEPROTECT
LSA0011876,PR ZEISS SMRTLIFE INDIVIDUAL POLI DRV BPROTECT UV,SMARTLIFE,INDIVIDUAL,PROGRESSIVA,1.59,,DURAVISION,BLUEPROTECT
LSA0011884,PR ZEISS SMRTLIFE INDIVIDUAL 1.67 DRV BPROTECT UV,SMARTLIFE,INDIVIDUAL,PROGRESSIVA,1.67,,DURAVISION,BLUEPROTECT
LSA0011888,PR SMRTLIFE INDIVIDUAL 1.74 DRV BPROTECT UV**,SMARTLIFE,INDIVIDUAL,PROGRESSIVA,1.74,,DURAVISION,BLUEPROTECT
LSA0011892,PR SMRTLIFE IND 1.50 PFUSION CNZ DRV BPROTECT UV,SMARTLIFE,INDIVIDUAL,PROGRESSIVA,1.50,PHOTOFUSION,DURAVISION,BLUEPROTECT
LSA0011904,PR SMRTLIFE IND 1.67 PFUSION CNZ DRV BPROTECT UV,SMARTLIFE,INDIVIDUAL,PROGRESSIVA,1.67,PHOTOFUSION,DURAVISION,BLUEPROTECT
LSA0011953,PR ZEISS SMARTLIFE SUPERB 1.50 DRV PLATINUM UV,SMARTLIFE,SUPERB,PROGRESSIVA,1.50,,DURAVISION,PLATINUM
LSA0011954,PR ZEISS SMARTLIFE SUPERB 1.50 DRV BLUEPROTECT UV,SMARTLIFE,SUPERB,PROGRESSIVA,1.50,,DURAVISION,BLUEPROTECT
LSA0011971,PR SMRTLIFE SUPERB 1.50 PFUSION CNZ DRV CHROME UV,SMARTLIFE,SUPERB,PROGRESSIVA,1.50,PHOTOFUSION,DURAVISION,CHROME
LSA0011974,PR SMRTLIFE SUPERB 1.50 PFUSION CNZ DRV BPRTCT UV,SMARTLIFE,SUPERB,PROGRESSIVA,1.50,PHOTOFUSION,DURAVISION,BLUEPROTECT
LSA0011976,PR SMRTLIFE SUPERB POLI PFUSION CNZ DRV SILVER UV,SMARTLIFE,SUPERB,PROGRESSIVA,1.59,PHOTOFUSION,DURAVISION,SILVER
LSA0012034,PR ZEISS SMARTLIFE PLUS 1.50 DURAVISION SILVER UV,SMARTLIFE,PLUS,PROGRESSIVA,1.50,,DURAVISION,SILVER
LSA0012035,PR ZEISS SMARTLIFE PLUS 1.50 DRV PLATINUM UV,SMARTLIFE,PLUS,PROGRESSIVA,1.50,,DURAVISION,PLATINUM
LSA0012036,PR ZEISS SMARTLIFE PLUS 1.50 DRV BLUEPROTECT UV,SMARTLIFE,PLUS,PROGRESSIVA,1.50,,DURAVISION,BLUEPROTECT
LSA0012038,PR ZEISS SMARTLIFE PLUS POLI DURAVISION SILVER UV,SMARTLIFE,PLUS,PROGRESSIVA,1.59,,DURAVISION,SILVER
LSA0012040,PR ZEISS SMARTLIFE PLUS POLI DRV BLUEPROTECT UV,SMARTLIFE,PLUS,PROGRESSIVA,1.59,,DURAVISION,BLUEPROTECT
LSA0012044,PR ZEISS SMARTLIFE PLUS 1.60 DRV BLUEPROTECT UV,SMARTLIFE,PLUS,PROGRESSIVA,1.60,,DURAVISION,BLUEPROTECT
LSA0012053,PR SMRTLIFE PLUS 1.50 PFUSION CNZ DRV CHROME UV,SMARTLIFE,PLUS,PROGRESSIVA,1.50,PHOTOFUSION,DURAVISION,CHROME
LSA0012054,PR SMRTLIFE PLUS 1.50 PFUSION CNZ DRV SILVER UV,SMARTLIFE,PLUS,PROGRESSIVA,1.50,PHOTOFUSION,DURAVISION,SILVER
LSA0012056,PR SMRTLIFE PLUS 1.50 PFUSION CNZ DRV BPROTECT UV,SMARTLIFE,PLUS,PROGRESSIVA,1.50,PHOTOFUSION,DURAVISION,BLUEPROTECT
LSA0012060,PR SMRTLIFE PLUS POLI PFUSION CNZ DRV BPROTECT UV,SMARTLIFE,PLUS,PROGRESSIVA,1.59,PHOTOFUSION,DURAVISION,BLUEPROTECT
LSA0012069,PR SMRTLIFE PLUS 1.50 PFUSION MRM DRV CHROME UV,SMARTLIFE,PLUS,PROGRESSIVA,1.50,PHOTOFUSION,DURAVISION,CHROME
LSA0012115,PR ZEISS SMARTLIFE PURE 1.50 DURAVISION CHROME UV,SMARTLIFE,PURE,PROGRESSIVA,1.50,,DURAVISION,CHROME
LSA0012116,PR ZEISS SMARTLIFE PURE 1.50 DURAVISION SILVER UV,SMARTLIFE,PURE,PROGRESSIVA,1.50,,DURAVISION,SILVER
LSA0012118,PR ZEISS SMARTLIFE PURE 1.50 DRV BLUEPROTECT UV,SMARTLIFE,PURE,PROGRESSIVA,1.50,,DURAVISION,BLUEPROTECT
LSA0012126,PR ZEISS SMARTLIFE PURE 1.60 DRV BLUEPROTECT UV,SMARTLIFE,PURE,PROGRESSIVA,1.60,,DURAVISION,BLUEPROTECT
LSA0012134,PR ZEISS SMARTLIFE PURE 1.74 DRV BLUEPROTECT UV**,SMARTLIFE,PURE,PROGRESSIVA,1.74,,DURAVISION,BLUEPROTECT
LSA0012135,PR SMRTLIFE PURE 1.50 PFUSION CNZ DRV CHROME UV,SMARTLIFE,PURE,PROGRESSIVA,1.50,PHOTOFUSION,DURAVISION,CHROME
LSA0012137,PR SMRTLIFE PURE 1.50 PFUSION CNZ DRV PLTNM UV,SMARTLIFE,PURE,PROGRESSIVA,1.50,PHOTOFUSION,DURAVISION,PLATINUM
LSA0012138,PR SMRTLIFE PURE 1.50 PFUSION CNZ DRV BPROTECT UV,SMARTLIFE,PURE,PROGRESSIVA,1.50,PHOTOFUSION,DURAVISION,BLUEPROTECT
LSA0012149,PR SMRTLIFE PURE 1.67 PFUSION CNZDRV PLTNM UV,SMARTLIFE,PURE,PROGRESSIVA,1.67,PHOTOFUSION,DURAVISION,PLATINUM
LSA0012150,PR SMRTLIFE PURE 1.67 PFUSION CNZ DRV BPROTECT UV,SMARTLIFE,PURE,PROGRESSIVA,1.67,PHOTOFUSION,DURAVISION,BLUEPROTECT
LSA0012152,PR SMRTLIFE PURE 1.50 PFUSION MRM DRV SILVER UV,SMARTLIFE,PURE,PROGRESSIVA,1.50,PHOTOFUSION,DURAVISION,SILVER
LSA0012153,PR SMRTLIFE PURE 1.50 PFUSION MRM DRV PLTNM UV,SMARTLIFE,PURE,PROGRESSIVA,1.50,PHOTOFUSION,DURAVISION,PLATINUM
LSA0012179,PR ZEISS SMARTLIFE PURE 1.50 POL CNZ DRV SILVER UV,SMARTLIFE,PURE,PROGRESSIVA,1.50,,DURAVISION,SILVER
LSA0012197,PR ZEISS SMARTLIFE ESSENTIAL 1.50 DRV CHROME UV,SMARTLIFE,ESSENTIAL,PROGRESSIVA,1.50,,DURAVISION,CHROME
LSA0012198,PR ZEISS SMARTLIFE ESSENTIAL L 1.50 DRV SILVER UV,SMARTLIFE,ESSENTIAL,PROGRESSIVA,1.50,,DURAVISION,SILVER
LSA0012199,PR ZEISS SMARTLIFE ESSENTIAL 1.50 DRV PLATINUM UV,SMARTLIFE,ESSENTIAL,PROGRESSIVA,1.50,,DURAVISION,PLATINUM
LSA0012200,PR ZEISS SMRTLIFE ESSENTIAL 1.50 DRV BPROTECT UV,SMARTLIFE,ESSENTIAL,PROGRESSIVA,1.50,,DURAVISION,BLUEPROTECT
LSA0012201,PR ZEISS SMARTLIFE ESSENTIAL POLI DRV CHROME UV,SMARTLIFE,ESSENTIAL,PROGRESSIVA,1.59,,DURAVISION,CHROME
LSA0012202,PR ZEISS SMARTLIFE ESSENTIAL POLI DRV SILVER UV,SMARTLIFE,ESSENTIAL,PROGRESSIVA,1.59,,DURAVISION,SILVER
LSA0012204,PR ZEISS SMRTLIFE ESSENTIAL POLI DRV BPROTECT UV,SMARTLIFE,ESSENTIAL,PROGRESSIVA,1.59,,DURAVISION,BLUEPROTECT
LSA0012205,PR ZEISS SMARTLIFE ESSENTIAL 1.60 DRV CHROME UV,SMARTLIFE,ESSENTIAL,PROGRESSIVA,1.60,,DURAVISION,CHROME
LSA0012208,PR ZEISS SMRTLIFE ESSENTIAL 1.60 DRV BPROTECT UV,SMARTLIFE,ESSENTIAL,PROGRESSIVA,1.60,,DURAVISION,BLUEPROTECT
LSA0012210,PR ZEISS SMARTLIFE ESSENTIAL 1.67 DRV SILVER UV,SMARTLIFE,ESSENTIAL,PROGRESSIVA,1.67,,DURAVISION,SILVER
LSA0012212,PR ZEISS SMRTLIFE ESSENTIAL 1.67 DRV BPROTECT UV,SMARTLIFE,ESSENTIAL,PROGRESSIVA,1.67,,DURAVISION,BLUEPROTECT
LSA0012213,PR SMRTLIFE ESSENTIAL 1.50 PFUSION CNZ DRV CHRM UV,SMARTLIFE,ESSENTIAL,PROGRESSIVA,1.50,PHOTOFUSION,DURAVISION,CHROME
LSA0012214,PR SMRTLIFE ESSENTIAL 1.50 PFUSION CNZ SILVER UV,SMARTLIFE,ESSENTIAL,PROGRESSIVA,1.50,PHOTOFUSION,DURAVISION,SILVER
LSA0012215,PR SMRTLIFE ESSENTIAL 1.50 PFUSION CNZ PLTNM UV,SMARTLIFE,ESSENTIAL,PROGRESSIVA,1.50,PHOTOFUSION,DURAVISION,PLATINUM
LSA0012216,PR SMRTLIFE ESSENTIAL 1.50 PFUSION CNZ BPRTCT UV,SMARTLIFE,ESSENTIAL,PROGRESSIVA,1.50,PHOTOFUSION,DURAVISION,BLUEPROTECT
LSA0012219,PR SMRTLIFE ESSENTIAL POLI PFUSION CNZ PLTNM UV,SMARTLIFE,ESSENTIAL,PROGRESSIVA,1.59,PHOTOFUSION,DURAVISION,PLATINUM
LSA0012227,PR SMRTLIFE ESSENTIAL 1.67 PFUSION CNZDRV PLTNM UV,SMARTLIFE,ESSENTIAL,PROGRESSIVA,1.67,PHOTOFUSION,DURAVISION,PLATINUM
LSA0012228,PR SMRTLIFE ESSENTIAL 1.67 PFUSION CNZ BPRTCT UV,SMARTLIFE,ESSENTIAL,PROGRESSIVA,1.67,PHOTOFUSION,DURAVISION,BLUEPROTECT
LSA0012254,PR SMRTLIFE ESSENTIAL 1.50 POL MRM DRV BPROTECT UV,SMARTLIFE,ESSENTIAL,PROGRESSIVA,1.50,,DURAVISION,BLUEPROTECT
LSA0012275,PR ZEISS SMRTLIFE ESSENTIAL SH 1.50 DRV CHROME UV,SMARTLIFE,ESSENTIAL,PROGRESSIVA,1.50,,DURAVISION,CHROME
LSA0012276,PR SMRTLIFE ESSENTIAL SH L 1.50 DRV SILVER UV,SMARTLIFE,ESSENTIAL,PROGRESSIVA,1.50,,DURAVISION,SILVER
LSA0012278,PR SMRTLIFE ESSENTIAL SH 1.50 DRV BPROTECT UV,SMARTLIFE,ESSENTIAL,PROGRESSIVA,1.50,,DURAVISION,BLUEPROTECT
LSA0012309,PR SMRTLIFE ESSENTIAL SH 1.50 PFUSION MRM PLTNM UV,SMARTLIFE,ESSENTIAL,PROGRESSIVA,1.50,PHOTOFUSION,DURAVISION,BLUEPROTECT
LSA0012353,PR ZEISS LIGHT D FF 1.60 INC DURAVISION CHROME UV,LIGHT D,FREEFORM,PROGRESSIVA,1.60,,DURAVISION,CHROME
LSA0012354,PR ZEISS LIGHT D FF 1.60 INC DURAVISION SILVER UV,LIGHT D,FREEFORM,PROGRESSIVA,1.60,,DURAVISION,SILVER
LSA0012355,PR ZEISS LIGHT D FF 1.60 INC DRV PLATINUM UV,LIGHT D,FREEFORM,PROGRESSIVA,1.60,,DURAVISION,PLATINUM
LSA0012356,PR ZEISS LIGHT D FF 1.60 INC DRV BLUEPROTECT UV,LIGHT D,FREEFORM,PROGRESSIVA,1.60,,DURAVISION,BLUEPROTECT
LSA0012357,PR ZEISS LIGHT D FF 1.67 INC DURAVISION CHROME UV,LIGHT D,FREEFORM,PROGRESSIVA,1.67,,DURAVISION,CHROME
LSA0012358,PR ZEISS LIGHT D FF 1.67 INC DURAVISION SILVER UV,LIGHT D,FREEFORM,PROGRESSIVA,1.67,,DURAVISION,SILVER
LSA0012359,PR ZEISS LIGHT D FF 1.67 INC DRV PLATINUM UV,LIGHT D,FREEFORM,PROGRESSIVA,1.67,,DURAVISION,PLATINUM
LSA0012360,PR ZEISS LIGHT D FF 1.67 INC DRV BLUEPROTECT UV,LIGHT D,FREEFORM,PROGRESSIVA,1.67,,DURAVISION,BLUEPROTECT
LSA0012361,PR ZEISS LIGHT D FF 1.60 PFUSION CNZ DRV CHROME UV,LIGHT D,FREEFORM,PROGRESSIVA,1.60,PHOTOFUSION,DURAVISION,CHROME
LSA0012365,PR ZEISS LIGHT D FF 1.67 PFUSION CNZ DRV CHROME UV,LIGHT D,FREEFORM,PROGRESSIVA,1.67,PHOTOFUSION,DURAVISION,CHROME
LSA0012366,PR ZEISS LIGHT D FF 1.67 PFUSION CNZ DRV SILVER UV,LIGHT D,FREEFORM,PROGRESSIVA,1.67,PHOTOFUSION,DURAVISION,SILVER
LSA0012368,PR LIGHT D FF 1.67 PFUSION CNZ DRV BPROTECT UV,LIGHT D,FREEFORM,PROGRESSIVA,1.67,PHOTOFUSION,DURAVISION,BLUEPROTECT
LSA0012377,PR ZEISS LIGHT D FF 1.50 POL MRM DRV CHROME UV,LIGHT D,FREEFORM,PROGRESSIVA,1.50,,DURAVISION,CHROME
LSA0012564,LT PRONTA AIRWEAR BLUE UV CRIZAL EASY UV,ESSILOR,,LENTE PRONTA,1.59,,CRIZAL,EASY
LSA0012565,LT PRONTA AIRWEAR BLUE UV CRIZAL SAPPHIRE,ESSILOR,,LENTE PRONTA,1.59,,CRIZAL,SAPPHIRE
LSA0012566,LP ORMA INCOLOR CRIZAL EASY PRO,ESSILOR,,LENTE PRONTA,1.50,,CRIZAL,
LSA0012567,LP ORMA TGEN8 CINZA CRIZAL EASY PRO,ESSILOR,,LENTE PRONTA,1.50,TRANSITIONS,CRIZAL,
LSA0012568,LP KODAK INTRO 1.56 NO-REFLEX,KODAK,INTRO,LENTE PRONTA,1.56,,NO REFLEX,
LSA0012569,LP KODAK INTRO POLI  NO-REFLEX,KODAK,INTRO,LENTE PRONTA,1.59,,NO REFLEX,
LSA0012570,LP KODAK 1.56 BLUE UV NO-REFLEX,KODAK,,LENTE PRONTA,1.56,,NO REFLEX,
LSA0012571,LP KODAK BLUE UV POLI NO-REFLEX,KODAK,,LENTE PRONTA,1.59,,NO REFLEX,
LSA0012572,LP KODAK BLUE 1.67 BLUE UV NO-REFLEX,KODAK,,LENTE PRONTA,1.67,,NO REFLEX,
LSA0012573,LP KODAK 1.56  CITY BLUE UV NO-REFLEX,KODAK,CITY,LENTE PRONTA,1.56,,NO REFLEX,
LSA0012574,LP KODAK CITY BLUE UV POLI NO-REFLEX,KODAK,CITY,LENTE PRONTA,1.59,,NO REFLEX,
LSA0012575,LP KODAK CITY 1.67 CITY BLUE UV NO-REFLEX,KODAK,CITY,LENTE PRONTA,1.67,,NO REFLEX,
LSA0014394,VS STYLIS 1.67 BLUE UV CZ EASY PRO,ESSILOR,,VISÃO SIMPLES,1.67,,CRIZAL,EASY PRO
LSA0014395,VS STYLIS 1.67 INC CZ EASY PRO,ESSILOR,,VISÃO SIMPLES,1.67,,CRIZAL,EASY PRO
LSA0014399,VS AIRWEAR BLUE UV CZ EASY PRO,ESSILOR,,VISÃO SIMPLES,1.59,,CRIZAL,EASY PRO
LSA0014400,VS AIRWEAR INC CZ EASY PRO,ESSILOR,,VISÃO SIMPLES,1.59,,CRIZAL,EASY PRO
LSA0014404,VS ORMA TR7 XTRCTV CNZ CZ EASY PRO,ESSILOR,,VISÃO SIMPLES,1.50,TRANSITIONS,CRIZAL,EASY PRO
LSA0014405,VS ORMA INC CZ EASY PRO,ESSILOR,,VISÃO SIMPLES,1.50,,CRIZAL,EASY PRO
LSA0014418,PR VX X TRACK AIRWEAR BLUE UV CZ EASY PRO,VARILUX,X TRACK,PROGRESSIVA,1.59,,CRIZAL,EASY PRO
LSA0014419,PR VX X TRACK ORMA INC CZ EASY PRO,VARILUX,X TRACK,PROGRESSIVA,1.50,,CRIZAL,EASY PRO
LSA0014420,PR VX X TRACK FIT EYE STYLIS 1.67 BLUE UV EASY PRO,VARILUX,X TRACK,PROGRESSIVA,1.67,,CRIZAL,EASY PRO
LSA0014421,PR VX X TRACK FIT EYE AIRWEAR BLUE UV CZ EASY PRO,VARILUX,X TRACK,PROGRESSIVA,1.59,,CRIZAL,EASY PRO
LSA0014422,PR VX X TRACK FIT EYE ORMA INC CZ EASY PRO,VARILUX,X TRACK,PROGRESSIVA,1.50,,CRIZAL,EASY PRO
LSA0014423,PR VX X DESIGN STYLIS 1.67 BLUE UV CZ EASY PRO,VARILUX,X DESIGN,PROGRESSIVA,1.67,,CRIZAL,EASY PRO
LSA0014424,PR VX X DESIGN AIRWEAR BLUE UV CZ EASY PRO,VARILUX,X DESIGN,PROGRESSIVA,1.59,,CRIZAL,EASY PRO
LSA0014425,PR VX X DESIGN ORMA INC CZ EASY PRO,VARILUX,X DESIGN,PROGRESSIVA,1.50,,CRIZAL,EASY PRO
LSA0014426,PR VX X DESIGN FIT EYE STYLIS 1.67 BLUE UV EASY PR,VARILUX,X DESIGN,PROGRESSIVA,1.67,,CRIZAL,
LSA0014427,PR VX X DESIGN FIT EYE AIRWEAR BLUE UV CZ EASY PRO,VARILUX,X DESIGN,PROGRESSIVA,1.59,,CRIZAL,EASY PRO
LSA0014428,PR VX X DESIGN FIT EYE ORMA INC CZ EASY PRO,VARILUX,X DESIGN,PROGRESSIVA,1.50,,CRIZAL,EASY PRO
