Código Produto,Nome Produto,Marca,Modelo,Tipo,Indice,Tratamento,Antireflexo,Variação Antireflexo
PR17761,SMARTLIFE PLUS 1.50 INC BGUARD DRV SLVR UV,SMARTLIFE,PLUS,PROGRESSIVA,1.50,,DURAVISION,SILVER
PR17762,SMARTLIFE PLUS 1.50 INC BGUARD DRV PLTNM UV,SMARTLIFE,PLUS,PROGRESSIVA,1.50,,DURAVISION,PLATINUM
PR17763,SMARTLIFE PLUS POLI INC BGUARD DRV CHRM UV,SMARTLIFE,PLUS,PROGRESSIVA,1.59,,DURAVISION,CHROME
PR17764,SMARTLIFE PLUS POLI INC BGUARD DRV SLVR UV,SMARTLIFE,PLUS,PROGRESSIVA,1.59,PHOTOFUSION,DURAVISION,SILVER
PR17765,SMARTLIFE PLUS POLI INC BGUARD DRV PLTNM UV,SMARTLIFE,PLUS,PROGRESSIVA,1.59,,DURAVISION,PLATINUM
PR17776,SMARTLIFE PURE 1.50 INC BGUARD DRV SLVR UV,SMARTLIFE,PURE,PROGRESSIVA,1.50,,DURAVISION,SILVER
PR17777,SMARTLIFE PURE 1.50 INC BGUARD DRV PLTNM UV,SMARTLIFE,PURE,PROGRESSIVA,1.50,,DURAVISION,PLATINUM
PR17779,SMARTLIFE PURE POLI INC BGUARD DRV SLVR UV,SMARTLIFE,PURE,PROGRESSIVA,1.59,,DURAVISION,SILVER
PR17782,SMARTLIFE PURE 1.60 INC BGUARD DRV SLVR UV,SMARTLIFE,PURE,PROGRESSIVA,1.60,,DURAVISION,SILVER
PR17783,SMARTLIFE PURE 1.60 INC BGUARD DRV PLTNM UV,SMARTLIFE,PURE,PROGRESSIVA,1.60,,DURAVISION,PLATINUM
PR17790,SMARTLIFE ESSESNTIAL 1.50 INC BGUARD DRV CHRM UV,SMARTLIFE,ESSENTIAL,PROGRESSIVA,1.50,,DURAVISION,CHROME
PR17791,SMARTLIFE ESSESNTIAL L 1.50 INC BGUARD DRV SLVR,SMARTLIFE,ESSENTIAL,PROGRESSIVA,1.50,,DURAVISION,SILVER
PR17792,SMARTLIFE ESSESNTIAL 1.50 INC BGUARD DRV PLTNM U,SMARTLIFE,ESSENTIAL,PROGRESSIVA,1.50,,DURAVISION,PLATINUM
PR17794,SMARTLIFE ESSESNTIAL POLI INC BGUARD DRV SLVR UV,SMARTLIFE,ESSENTIAL,PROGRESSIVA,1.59,,DURAVISION,SILVER
PR17795,SMARTLIFE ESSESNTIAL POLI INC BGUARD DRV PLTNM U,SMARTLIFE,ESSENTIAL,PROGRESSIVA,1.59,,DURAVISION,PLATINUM
PR17797,SMARTLIFE ESSESNTIAL 1.60 INC BGUARD DRV SLVR UV,SMARTLIFE,ESSENTIAL,PROGRESSIVA,1.60,,DURAVISION,SILVER
PR17798,SMARTLIFE ESSESNTIAL 1.60 INC BGUARD DRV PLTNM U,SMARTLIFE,ESSENTIAL,PROGRESSIVA,1.60,,DURAVISION,PLATINUM
PR17799,SMARTLIFE ESSESNTIAL 1.67 INC BGUARD DRV CHRM UV,SMARTLIFE,ESSENTIAL,PROGRESSIVA,1.67,,DURAVISION,CHROME
PR17801,SMARTLIFE ESSESNTIAL 1.67 INC BGUARD DRV PLTNM U,SMARTLIFE,ESSENTIAL,PROGRESSIVA,1.67,,DURAVISION,PLATINUM
PR17815,PR. ZEISS LIGHT 3DV 1.50 INC BGUARD DRV CHROME U,LIGHT 3DV,,PROGRESSIVA,1.50,,DURAVISION,CHROME
PR17816,PR. ZEISS LIGHT 3DV 1.50 INC BGUARD DRV SILVER U,LIGHT 3DV,,PROGRESSIVA,1.50,,DURAVISION,SILVER
PR17817,PR. ZEISS LIGHT 3DV 1.50 INC BGUARD DRV PLTNM UV,LIGHT 3DV,,PROGRESSIVA,1.50,,DURAVISION,PLATINUM
PR17818,PR. ZEISS LIGHT 3DV 1.60 INC BGUARD DRV CHROME U,LIGHT 3DV,,PROGRESSIVA,1.60,,DURAVISION,CHROME
PR17820,PR. ZEISS LIGHT 3DV 1.60 INC BGUARD DRV PLTNM UV,LIGHT 3DV,,PROGRESSIVA,1.60,,DURAVISION,PLATINUM
PR17821,PR. ZEISS LIGHT 3DV 1.67 INC BGUARD DRV CHROME U,LIGHT 3DV,,PROGRESSIVA,1.67,,DURAVISION,CHROME
PR17822,PR. ZEISS LIGHT 3DV 1.67 INC BGUARD DRV SILVER U,LIGHT 3DV,,PROGRESSIVA,1.67,,DURAVISION,SILVER
PR17823,PR. ZEISS LIGHT 3DV 1.67 INC BGUARD DRV PLTNM UV,LIGHT 3DV,,PROGRESSIVA,1.67,,DURAVISION,PLATINUM
PR17824,PROG. ZEISS LIGHT 3D 1.50 INC BGUARD ANTIRRISCO,LIGHT 3D,,PROGRESSIVA,1.50,,ANTIRRISCO,
PR17825,PR. ZEISS LIGHT 3D 1.50 INC BGUARD DRV CHRM UV 1,LIGHT 3D,,PROGRESSIVA,1.50,,DURAVISION,CHROME
PR17826,PR. ZEISS LIGHT 3D 1.50 INC BGUARD DRV SILVER UV,LIGHT 3D,,PROGRESSIVA,1.50,,DURAVISION,SILVER
PR17827,PR. ZEISS LIGHT 3D 1.50 INC BGUARD DRV PLTNM UV,LIGHT 3D,,PROGRESSIVA,1.50,,DURAVISION,PLATINUM
PR17828,PROG. ZEISS LIGHT 3D POLI INC BGUARD ANTIRRISCO,LIGHT 3D,,PROGRESSIVA,1.59,,ANTIRRISCO,
PR17829,PR. ZEISS LIGHT 3D POLI INC BGUARD DRV CHROME UV,LIGHT 3D,,PROGRESSIVA,1.59,,DURAVISION,CHROME
PR17830,PR. ZEISS LIGHT 3D POLI INC BGUARD DRV SILVER UV,LIGHT 3D,,PROGRESSIVA,1.59,,DURAVISION,SILVER
PR17831,PR. ZEISS LIGHT 3D POLI INC BGUARD DRV PLTNM UV,LIGHT 3D,,PROGRESSIVA,1.59,,DURAVISION,PLATINUM
PR17832,PR. ZEISS LIGHT 3D 1.60 INC BGUARD DRV CHROME UV,LIGHT 3D,,PROGRESSIVA,1.60,,DURAVISION,CHROME
PR17833,PR. ZEISS LIGHT 3D 1.60 INC BGUARD DRV SILVER UV,LIGHT 3D,,PROGRESSIVA,1.60,,DURAVISION,SILVER
PR17834,PR. ZEISS LIGHT 3D 1.60 INC BGUARD DRV PLTNM UV,LIGHT 3D,,PROGRESSIVA,1.60,,DURAVISION,PLATINUM
PR17835,PR. ZEISS LIGHT 3D 1.67 INC BGUARD DRV CHROME UV,LIGHT 3D,,PROGRESSIVA,1.67,,DURAVISION,CHROME
PR17836,PR. ZEISS LIGHT 3D 1.67 INC BGUARD DRV SILVER UV,LIGHT 3D,,PROGRESSIVA,1.67,,DURAVISION,SILVER
PR17837,PR. ZEISS LIGHT 3D 1.67 INC BGUARD DRV PLTNM UV,LIGHT 3D,,PROGRESSIVA,1.67,,DURAVISION,PLATINUM
PR17846,LIGHT 3DV 1.74 INCOLOR BLUEGUARD DRVISION SILV,LIGHT 3DV,,PROGRESSIVA,1.74,,DURAVISION,SILVER
PR17847,LIGHT 3DV 1.74 INCOLOR BLUEGUARD DRVISION PLATI,LIGHT 3DV,,PROGRESSIVA,1.74,,DURAVISION,PLATINUM
PR17900,PROG ZEISS GT2 NE FF 1.50 INC BGUARD DRV CHROME UV,GT2,FREEFORM,PROGRESSIVA,1.50,,DURAVISION,CHROME
PR17901,PROG ZEISS GT2 NE FF 1.50 INC BGUARD DRV SILVER UV,GT2,FREEFORM,PROGRESSIVA,1.50,,DURAVISION,SILVER
PR17902,PROG. ZEISS GT2 NE FF 1.50 INC BGUARD DRV PLATINUM,GT2,FREEFORM,PROGRESSIVA,1.50,,DURAVISION,PLATINUM
PR17905,PROG. ZEISS GT2 NE FF POLI INC BGUARD DRV PLATINUM,GT2,FREEFORM,PROGRESSIVA,1.59,,DURAVISION,PLATINUM
PR17906,PROG ZEISS GT2 NE FF 1.60 INC BGUARD DRV CHROME UV,GT2,FREEFORM,PROGRESSIVA,1.60,,DURAVISION,CHROME
PR17910,PROG ZEISS GT2 NE FF 1.67 INC BGUARD DRV SILVER UV,GT2,FREEFORM,PROGRESSIVA,1.67,,DURAVISION,SILVER
PR17912,PROG. ZEISS GT2 NE FF 1.50 PFUSION DRV CHROME UV,GT2,FREEFORM,PROGRESSIVA,1.50,PHOTOFUSION,DURAVISION,CHROME
PR17913,PROG. ZEISS GT2 NE FF 1.50 PFUSION DRV SILVER UV,GT2,FREEFORM,PROGRESSIVA,1.50,PHOTOFUSION,DURAVISION,SILVER
PR17915,PROG. ZEISS GT2 NE FF POLI PFUSION DRV CHROME UV,GT2,FREEFORM,PROGRESSIVA,1.59,PHOTOFUSION,DURAVISION,CHROME
PR17921,PROG. ZEISS GT2 NE FF 1.67 PFUSION DRV CHROME UV,GT2,FREEFORM,PROGRESSIVA,1.67,PHOTOFUSION,DURAVISION,CHROME
PR19137,VX X DESIGN AIR BLUE UV CRZ SAPPHIRE HR,VARILUX,X DESIGN,PROGRESSIVA,1.59,,CRIZAL,SAPPHIRE
PR19263,VX PHYSIO f-360 3.0 EYE AIR BLUE UV ROCK,VARILUX,PHYSIO 3.0,PROGRESSIVA,1.59,,CRIZAL,
PR19276,VX PHYSIO f-360 3.0 EYE ORMA INC SAPP HR,VARILUX,PHYSIO 3.0,PROGRESSIVA,1.50,,CRIZAL,SAPPHIRE
PR19328,VX CMFRT MAX FIT EYE ORMA TR8 CNZ ROCK,VARILUX,COMFORT MAX,PROGRESSIVA,1.50,TRANSITIONS,CRIZAL,
PR19342,VX COMFORT MAX AIR BLUE UV CRZ ROCK,VARILUX,COMFORT MAX,PROGRESSIVA,1.59,,CRIZAL,
PR19352,VX COMFORT MAX ORMA INC CRZ ROCK,VARILUX,COMFORT MAX,PROGRESSIVA,1.50,,CRIZAL,
PR19381,VX LIBERTY 360 3.0 AIR BLUE UV SAPP HR,VARILUX,LIBERTY 3.0,PROGRESSIVA,1.59,,CRIZAL,SAPPHIRE
PR19410,VX LIBERTY ORMA TR8 CNZ CRZ ROCK,VARILUX,ORMA,PROGRESSIVA,1.50,TRANSITIONS,CRIZAL,
PR19411,VX LIBERTY ORMA TR8 CNZ CRZ SAPPHIRE HR,VARILUX,ORMA,PROGRESSIVA,1.50,TRANSITIONS,CRIZAL,SAPPHIRE
PR19412,VX LIBERTY ORMA INC CRZ ROCK,VARILUX,ORMA,PROGRESSIVA,1.50,,CRIZAL,
PR19548,PRKDK PRECISE UHD POLI BLUE UV CRZ ROCK,KODAK,PRECISE UHD,PROGRESSIVA,1.59,,CRIZAL,
PR19588,PRKODAK NETWORK UHD 1.50 INC CRZ ROCK,KODAK,NETWORK UHD,PROGRESSIVA,1.50,,CRIZAL,
PR30964,PR ZEISS GT2 NE FF 1.50 PFUSION X DRV CHROME UV,GT2,FREEFORM,PROGRESSIVA,1.50,PHOTOFUSION,DURAVISION,CHROME
PR30970,PR ZEISS GT2 NE FF 1.60 PFSN X CNZ DRV CHROME UV,GT2,FREEFORM,PROGRESSIVA,1.60,PHOTOFUSION,DURAVISION,CHROME
PR31058,ZEISS SMTLIFE PURE 1.50 PFSN X CNZ DRV SILVER UV,SMARTLIFE,PURE,PROGRESSIVA,1.50,PHOTOFUSION,DURAVISION,SILVER
PR31059,PR ZEISS SMTLIFE PURE 1.50 PFSN X CNZ DRV PLTM UV,SMARTLIFE,PURE,PROGRESSIVA,1.50,PHOTOFUSION,DURAVISION,PLATINUM
PR31089,ZEISS SMTLIFE ESSENT 1.50 PFSN X CNZ DRV CHROME UV,SMARTLIFE,ESSENTIAL,PROGRESSIVA,1.50,PHOTOFUSION,DURAVISION,CHROME
PR31090,ZEISS SMTLIFE ESSENT 1.50 PFSN X CNZ DRV SILVER UV,SMARTLIFE,ESSENTIAL,PROGRESSIVA,1.50,PHOTOFUSION,DURAVISION,SILVER
PR31138,PR ZEISS LIGHT 3DV 1.50 PFSN X CNZ DRV CHROME UV,LIGHT 3DV,,PROGRESSIVA,1.50,PHOTOFUSION,DURAVISION,CHROME
PR31194,PR ZEISS LIGHT D FF 1.50 PFSN X CNZ DRV CHROME UV,LIGHT D,FREEFORM,PROGRESSIVA,1.50,PHOTOFUSION,DURAVISION,CHROME
PR31195,PR ZEISS LIGHT D FF 1.50 PFSN X CNZ DRV SILVER UV,LIGHT D,FREEFORM,PROGRESSIVA,1.50,PHOTOFUSION,DURAVISION,SILVER
PR31204,PR ZEISS LIGHT D FF 1.67 PFSN X CNZ DRV CHROME UV,LIGHT D,FREEFORM,PROGRESSIVA,1.67,PHOTOFUSION,DURAVISION,CHROME
PR32022,PR SYNCH EASY ADAPT CR-39 PFUSION X,SYNCHRONY,EASY ADAPT,PROGRESSIVA,1.50,PHOTOFUSION,ANTIRRISCO,
PR32023,PR SYNCH EASY ADAPT CR-39 PFUSION X MAR,SYNCHRONY,EASY ADAPT,PROGRESSIVA,1.50,PHOTOFUSION,MAR,
PR32024,PR SYNCH EASY ADAPT CR-39 PFUSION X MAR EXTRA,SYNCHRONY,EASY ADAPT,PROGRESSIVA,1.50,PHOTOFUSION,MAR,EXTRA
PR32030,PR SYNCH SLMAX CR-39 PFUSION X MAR EXTRA,SYNCHRONY,SOLAMAX,PROGRESSIVA,1.50,PHOTOFUSION,MAR,EXTRA
PR32034,PR SYNCH EASY VIEW CR-39 PFUSION X,SYNCHRONY,EASY VIEW,PROGRESSIVA,1.50,PHOTOFUSION,ANTIRRISCO,
PR32035,PR SYNCH EASY VIEW CR-39 PFUSION X  MAR,SYNCHRONY,EASY VIEW,PROGRESSIVA,1.50,PHOTOFUSION,MAR,
PR4185,PR HOYA ARGOS 14 CR-39 INC.,ARGOS,,PROGRESSIVA,1.50,,ANTIRRISCO,
PR4582,PR HOYA ARGOS 14 1.60 INC.,ARGOS,,PROGRESSIVA,1.60,,ANTIRRISCO,
RR16665,REGR. KODAK SOFTWEAR.1.50 INCOLOR TRIO EASY CLEAN,KODAK,SOFTWEAR,REGRESSIVA,1.50,,EASY CLEAN,
RR17617,RR. ZEISS OFFIC IND 1.50 INC BGUARD DRV SILVER U,OFFICELENS,INDIVIDUAL,REGRESSIVA,1.50,,DURAVISION,SILVER
RR17691,ZEISS OFFIC PLUS NEAR 1.50 INC BGUARD DRV CHRM U,OFFICELENS,PLUS,REGRESSIVA,1.50,,DURAVISION,CHROME
RR40168,REGR. INTERVIEW ORMA ASFÉRICO INC. AR,INTERVIEW,,REGRESSIVA,1.50,,AR,
VS11635,VS CR-39 TRANS CINZA CZ EASY,ESSILOR,,VISÃO SIMPLES,1.50,TRANSITIONS,CRIZAL,EASY
VS12704,VS THINHARD TRIVEX SENSITY CINZA CLEANEXTRA,THINHARD,,VISÃO SIMPLES,1.53,SENSITY,CLEANEXTRA,
VS12851,VS MIOLIGHT IDENTITY V+ 1.67 INC.  BCONTROL,MIOLIGHT,ID V+,VISÃO SIMPLES,1.67,,BLUECONTROL,
VS12857,VS MIOLIGHT IDENTITY V+ 1.74 INC.  BCONTROL,MIOLIGHT,ID V+,VISÃO SIMPLES,1.74,,BLUECONTROL,
VS12858,VS MIOLIGHT IDENTITY V+ 1.74 INC.  LONGLIFE,MIOLIGHT,ID V+,VISÃO SIMPLES,1.74,,LONGLIFE,
VS12883,VS HIPERLIGHT IDENTITY V+ 1.74 INC.  NO-RISK,HIPERLIGHT,ID V+,VISÃO SIMPLES,1.74,,NO-RISK,
VS13025,VS HIPERLIGHT ENROUTE  1.67 INC.  ENROUTE,HIPERLIGHT,ENROUTE,VISÃO SIMPLES,1.67,,ENROUTE,
VS13027,VS MIOLIGHT ENROUTE  1.67 INC.  ENROUTE,MIOLIGHT,ENROUTE,VISÃO SIMPLES,1.67,,ENROUTE,
VS13037,VS SYNC III 1.67 INC.  BCONTROL,SYNCHRONY,III,VISÃO SIMPLES,1.67,,BLUECONTROL,
VS13921,VS SUPERMAX DIG. TRIVEX SENSI CINZA AR,SUPERMAX,DIGITAL,VISÃO SIMPLES,1.53,SENSITIVE,AR,
VS14270,VS HIPERLIGHT 1.67 INC. NO-RISK BCONTROL,HIPERLIGHT,,VISÃO SIMPLES,1.67,,BLUECONTROL,
VS14280,VS HOYA MIOLIGHT TRUEFORM POLI INC. NO-RISK BCON,MIOLIGHT,,VISÃO SIMPLES,1.59,,BLUECONTROL,
VS14313,VS HOYA HIPERLIGHT IDENTITY V+ 1.67 INC. NO-RISK,HIPERLIGHT,ID V+,VISÃO SIMPLES,1.67,,NO-RISK,
VS14314,VS HOYA HIPERLIGHT IDENTITY V+ 1.67 SENSITY NO-R,HIPERLIGHT,ID V+,VISÃO SIMPLES,1.67,SENSITY,NO-RISK,
VS14352,VS SYNC III 1.67 INC. NO-RISK BCONTROL,SYNCHRONY,III,VISÃO SIMPLES,1.67,,BLUECONTROL,
VS15311,LENTE VS POLI FOTO AR,POLI,AR,VISÃO SIMPLES,1.59,FOTO,AR,
VS15316,VS ZEISS KIDS FREEFORM POLI DRV BLUEPROTECT,ZEISS,KIDS,VISÃO SIMPLES,1.59,,DURAVISION,BLUEPROTECT
VS15317,ZEISS Visão Simples Freeform KIDS Pfusion Cinza,ZEISS,KIDS,VISÃO SIMPLES,1.50,PHOTOFUSION,ANTIRRISCO,
VS15436,VS 1.67 FOTO. AR,1.67,,VISÃO SIMPLES,1.67,FOTO,AR,
VS16060,SMARTLIFE IND 1.50 POL  CNZ DRV PLT,SMARTLIFE,INDIVIDUAL,PROGRESSIVA,1.50,,DURAVISION,PLATINUM
VS16061,SMARTLIFE IND 1.50 POL  CINZA DRV B,SMARTLIFE,INDIVIDUAL,PROGRESSIVA,1.50,,DURAVISION,BLUEPROTECT
VS16072,MINERAIS 1.70 MAR,MINERAIS,,VISÃO SIMPLES,1.70,,MAR,
VS16106,SMARTLIFE 1.74 DRV CHRM UV,SMARTLIFE,,PROGRESSIVA,1.74,,DURAVISION,CHROME
VS16709,VS ZEISS KIDS FREEFORM POLI CINZA DRV BPT UV,ZEISS,KIDS,VISÃO SIMPLES,1.59,,DURAVISION,BLUEPROTECT
VS16790,VS ZEISS ENERGIZEME DIG 1.74 BLUE PROTECT UV**,ENERGIZEME,,VISÃO SIMPLES,1.74,,DURAVISION,BLUEPROTECT
VS16791,VS ZEISS FF 1.50 INC,ZEISS,FREEFORM,VISÃO SIMPLES,1.50,,ANTIRRISCO,
VS16792,VS ZEISS FF 1.50 INC DRV CHROME UV,ZEISS,FREEFORM,VISÃO SIMPLES,1.50,,DURAVISION,CHROME
VS16793,VS ZEISS FF 1.50 INC DRV SILVER UV,ZEISS,FREEFORM,VISÃO SIMPLES,1.50,,DURAVISION,SILVER
VS16794,VS ZEISS FF 1.50 INC DRV PLATINUM UV,ZEISS,FREEFORM,VISÃO SIMPLES,1.50,,DURAVISION,PLATINUM
VS16795,VS ZEISS FF 1.50 INC BPROTECT UV,ZEISS,FREEFORM,VISÃO SIMPLES,1.50,,DURAVISION,BLUEPROTECT
VS16797,VS ZEISS FF 1.50 PFUSION CNZ DRV CHROME UV,ZEISS,FREEFORM,VISÃO SIMPLES,1.50,PHOTOFUSION,DURAVISION,CHROME
VS16798,VS ZEISS FF 1.50 PFUSION CNZ DRV SILVER UV,ZEISS,FREEFORM,VISÃO SIMPLES,1.50,PHOTOFUSION,DURAVISION,SILVER
VS16799,VS ZEISS FF 1.50 PFUSION CNZ DRV PLATINUM UV,ZEISS,FREEFORM,VISÃO SIMPLES,1.50,PHOTOFUSION,DURAVISION,PLATINUM
VS16800,VS ZEISS FF 1.50 PFUSION CNZ BPROTECT UV,ZEISS,FREEFORM,VISÃO SIMPLES,1.50,PHOTOFUSION,DURAVISION,BLUEPROTECT
VS16802,VS ZEISS FF POLI INC ANTIRRISCO,ZEISS,FREEFORM,VISÃO SIMPLES,1.59,,ANTIRRISCO,
VS16803,VS ZEISS FF POLI INC DRV CHROME UV,ZEISS,FREEFORM,VISÃO SIMPLES,1.59,,DURAVISION,CHROME
VS16804,VS ZEISS FF POLI INC DRV SILVER UV,ZEISS,FREEFORM,VISÃO SIMPLES,1.59,,DURAVISION,SILVER
VS16805,VS ZEISS FF POLI INC DRV PLATINUM UV,ZEISS,FREEFORM,VISÃO SIMPLES,1.59,,DURAVISION,PLATINUM
VS16806,VS ZEISS FF POLI INC BPROTECT UV,ZEISS,FREEFORM,VISÃO SIMPLES,1.59,,DURAVISION,BLUEPROTECT
VS16807,VS ZEISS FF POLI PFUSION CNZ DRV CHROME UV,ZEISS,FREEFORM,VISÃO SIMPLES,1.59,PHOTOFUSION,DURAVISION,CHROME
VS16808,VS ZEISS FF POLI PFUSION CNZ DRV SILVER UV,ZEISS,FREEFORM,VISÃO SIMPLES,1.59,PHOTOFUSION,DURAVISION,SILVER
VS16809,VS ZEISS FF POLI PFUSION CNZ DRV PLATINUM UV,ZEISS,FREEFORM,VISÃO SIMPLES,1.59,PHOTOFUSION,DURAVISION,PLATINUM
VS16810,VS ZEISS FF POLI PFUSION CNZ BPROTECT UV,ZEISS,FREEFORM,VISÃO SIMPLES,1.59,PHOTOFUSION,DURAVISION,BLUEPROTECT
VS16811,VS ZEISS FF 1.60 INC DRV CHROME UV,ZEISS,FREEFORM,VISÃO SIMPLES,1.60,,DURAVISION,CHROME
VS16812,VS ZEISS FF 1.60 INC DRV SILVER UV,ZEISS,FREEFORM,VISÃO SIMPLES,1.60,,DURAVISION,SILVER
VS16813,VS ZEISS FF 1.60 INC DRV PLATINUM UV,ZEISS,FREEFORM,VISÃO SIMPLES,1.60,,DURAVISION,PLATINUM
VS16814,VS ZEISS FF 1.60 INC BPROTECT UV,ZEISS,FREEFORM,VISÃO SIMPLES,1.60,,DURAVISION,CHROME
VS16815,VS ZEISS FF 1.60 PFUSION CNZ DRV CHROME UV,ZEISS,FREEFORM,VISÃO SIMPLES,1.60,PHOTOFUSION,DURAVISION,CHROME
VS16816,VS ZEISS FF 1.60 PFUSION CNZ DRV SILVER UV,ZEISS,FREEFORM,VISÃO SIMPLES,1.60,PHOTOFUSION,DURAVISION,SILVER
VS16817,VS ZEISS FF 1.60 PFUSION CNZ DRV PLATINUM UV,ZEISS,FREEFORM,VISÃO SIMPLES,1.60,PHOTOFUSION,DURAVISION,PLATINUM
VS16818,VS ZEISS FF 1.60 PFUSION CNZ BPROTECT UV,ZEISS,FREEFORM,VISÃO SIMPLES,1.60,PHOTOFUSION,DURAVISION,BLUEPROTECT
VS16819,VS ZEISS FF 1.67 INC DRV CHROME UV,ZEISS,FREEFORM,VISÃO SIMPLES,1.67,,DURAVISION,CHROME
VS16820,VS ZEISS FF 1.67 INC DRV SILVER UV,ZEISS,FREEFORM,VISÃO SIMPLES,1.67,,DURAVISION,SILVER
VS16821,VS ZEISS FF 1.67 INC DRV PLATINUM UV,ZEISS,FREEFORM,VISÃO SIMPLES,1.67,,DURAVISION,PLATINUM
VS16822,VS ZEISS FF 1.67 INC BPROTECT UV,ZEISS,FREEFORM,VISÃO SIMPLES,1.67,,DURAVISION,BLUEPROTECT
VS16823,VS ZEISS FF 1.67 PFUSION CNZ DRV CHROME UV,ZEISS,FREEFORM,VISÃO SIMPLES,1.67,PHOTOFUSION,DURAVISION,CHROME
VS16824,VS ZEISS FF 1.67 PFUSION CNZ DRV SILVER UV,ZEISS,FREEFORM,VISÃO SIMPLES,1.67,PHOTOFUSION,DURAVISION,SILVER
VS16825,VS ZEISS FF 1.67 PFUSION CNZ DRV PLATINUM UV,ZEISS,FREEFORM,VISÃO SIMPLES,1.67,PHOTOFUSION,DURAVISION,PLATINUM
VS16826,VS ZEISS FF 1.67 PFUSION CNZ BPROTECT UV,ZEISS,FREEFORM,VISÃO SIMPLES,1.67,PHOTOFUSION,DURAVISION,BLUEPROTECT
VS17062,V.S. MIOLIGHT 1.67 SENSITY 2 CNZ CLN EXT,MIOLIGHT,,VISÃO SIMPLES,1.67,SENSITY,CLEANEXTRA,
VS17169,VS THINHARD CR-39 SNSTY 2 CNZ CLN EXT,THINHARD,,VISÃO SIMPLES,1.50,SENSITY,CLEANEXTRA,
VS17170,VS THINHARD CR-39 SNSTY 2 CNZ NO-RISK,THINHARD,,VISÃO SIMPLES,1.50,SENSITY,NO-RISK,
VS17175,V.S. THINHARD TRIVEX SNSTY 2 CNZ CLN EXT,THINHARD,,VISÃO SIMPLES,1.53,SENSITY,CLEANEXTRA,
VS17555,VS SYNC III 1.67 SNSTY 2 CNZ BLUECTRL,SYNCHRONY,III,VISÃO SIMPLES,1.67,SENSITY,BLUECONTROL,
VS17577,V.S. ZEISS SMARTLIFE 1.50 INC BGUARD DRV CHROME,SMARTLIFE,,VISÃO SIMPLES,1.50,,DURAVISION,CHROME
VS17578,V.S. ZEISS SMARTLIFE 1.50 INC BGUARD DRV SILVER,SMARTLIFE,FREEFORM,VISÃO SIMPLES,1.50,,DURAVISION,SILVER
VS17579,V.S. ZEISS SMARTLIFE 1.50 INC BGUARD DRV PLATI U,SMARTLIFE,,VISÃO SIMPLES,1.50,,DURAVISION,PLATINUM
VS17580,V.S. ZEISS SMARTLIFE POLI INC BGUARD DRV CHROME,SMARTLIFE,FREEFORM,VISÃO SIMPLES,1.59,,DURAVISION,CHROME
VS17581,V.S. ZEISS SMARTLIFE POLI INC BGUARD DRV SILVER,SMARTLIFE,,VISÃO SIMPLES,1.59,,DURAVISION,SILVER
VS17582,V.S. ZEISS SMARTLIFE POLI INC BGUARD DRV PLATI U,SMARTLIFE,,VISÃO SIMPLES,1.59,,DURAVISION,PLATINUM
VS17584,V.S. ZEISS SMARTLIFE 1.60 INC BGUARD DRV SILVER,SMARTLIFE,,VISÃO SIMPLES,1.60,,DURAVISION,SILVER
VS17585,V.S. ZEISS SMARTLIFE 1.60 INC BGUARD DRV PLATI U,SMARTLIFE,,VISÃO SIMPLES,1.60,,DURAVISION,PLATINUM
VS17586,V.S. ZEISS SMARTLIFE 1.67 INC BGUARD DRV CHROME,SMARTLIFE,,VISÃO SIMPLES,1.67,,DURAVISION,CHROME
VS17587,V.S. ZEISS SMARTLIFE 1.67 INC BGUARD DRV SILVER,SMARTLIFE,,VISÃO SIMPLES,1.67,,DURAVISION,SILVER
VS17588,V.S. ZEISS SMARTLIFE 1.67 INC BGUARD DRV PLATI U,SMARTLIFE,,VISÃO SIMPLES,1.67,,DURAVISION,PLATINUM
VS17589,V.S. ZEISS SMARTLIFE 1.74 INC BGUARD DRV CHROME,SMARTLIFE,,VISÃO SIMPLES,1.74,,DURAVISION,CHROME
VS17590,V.S. ZEISS SMARTLIFE 1.74 INC BGUARD DRV SILVER,SMARTLIFE,,VISÃO SIMPLES,1.74,,DURAVISION,SILVER
VS17591,V.S. ZEISS SMARTLIFE 1.74 INC DRV PLATINUM UV,SMARTLIFE,,VISÃO SIMPLES,1.74,,DURAVISION,PLATINUM
VS17602,SMARTLIFE IND 1.67 INC BGUARD DRV SILVER UV,SMARTLIFE,INDIVIDUAL,VISÃO SIMPLES,1.67,,DURAVISION,SILVER
VS17605,SMARTLIFE IND 1.74 INC BGUARD DRV SILVER UV**,SMARTLIFE,INDIVIDUAL,VISÃO SIMPLES,1.74,,DURAVISION,SILVER
VS17606,SMARTLIFE IND 1.74 INC BGUARD DRV PLATINUM UV**,SMARTLIFE,INDIVIDUAL,VISÃO SIMPLES,1.74,,DURAVISION,PLATINUM
VS17617,V.S. ZEISS KIDS FF POLI DURAVISION  PLATINUM UV,ZEISS,KIDS,VISÃO SIMPLES,1.59,,DURAVISION,PLATINUM
VS17618,KIDS FF POLI PFUSION CINZA DRVISION PLATI,ZEISS,KIDS,VISÃO SIMPLES,1.59,PHOTOFUSION,DURAVISION,PLATINUM
VS17622,SMARTLIFE DIG. IND  LENSES 1.67 DRVISION PLATI,SMARTLIFE,INDIVIDUAL,VISÃO SIMPLES,1.67,,DURAVISION,PLATINUM
